[0, 1.360673760222241, 4.0, 0.0]
[0, 1.7213475204444817, 8.0, 0.0]
[0, 2.082021280666723, 12.0, 0.0]
[0, 2.4426950408889634, 16.0, 0.0]
[0, 2.8033688011112043, 20.0, 0.0]
[0, 3.1640425613334453, 24.0, 0.0]
[0, 3.5247163215556863, 28.0, 0.0]
[0, 3.8853900817779268, 32.0, 0.0]
[0, 4.246063842000168, 36.0, 0.0]
[0, 4.606737602222409, 40.0, 0.0]
[0, 4.96741136244465, 44.0, 0.0]
[1, 5.121985831111324, 48.10137384237256, 0.12198583111132422]
[2, 5.262508075353756, 52.412712893038275, 0.5250161507075113]
[2, 5.590393311919429, 56.4444600386566, 1.1807866238388574]
[3, 5.704440350724881, 61.00921853554914, 2.113321052174644]
[4, 5.808983469629878, 65.80681858818397, 3.2359338785195106]
[5, 5.905163139022475, 70.83807237031343, 4.525815695112378]
[5, 6.193702147200268, 75.00501780386128, 5.968510736001342]
[6, 6.271385726325058, 80.33028985115396, 7.628314357950352]
[7, 6.34331496625542, 85.89273596382269, 9.40320476378794]
[8, 6.4101064033336135, 91.68896562620645, 11.280851226668908]
[8, 6.667730517778071, 96.05510684650199, 13.341844142224566]
[9, 6.721032058697614, 102.15679499934558, 15.489288528278529]
[9, 6.969772582988814, 106.59839478192582, 17.727953246899332]
[10, 7.011229337037348, 113.00801921977109, 20.11229337037348]
[11, 7.050011461792428, 119.64474193521997, 22.550126079716705]
[11, 7.282704210322906, 124.24646277888229, 25.109746313551966]
[12, 7.311790803889215, 131.18857706909873, 27.741489646670573]
[12, 7.537211904028116, 135.87388339299508, 30.446542848337387]
[13, 7.55770473131347, 143.11974216358857, 33.25016150707512]
[13, 7.776294889023919, 147.89040023570817, 36.09183355731095]
