[0, 1.860673760222241, 3.5, 0.0]
[4, 2.101122933703735, 7.225852323522997, 0.4044917348149397]
[9, 2.2462215728736017, 11.82479934774073, 2.2159941558624148]
[14, 2.34864414169939, 17.42967694346808, 4.881017983791466]
[18, 2.449141474269055, 23.56543892706258, 8.084546536842993]
[22, 2.530496457777831, 30.440757765629655, 11.670922071112287]
[25, 2.6220961429136382, 37.394971477639984, 15.552403572840959]
[28, 2.7022458674074694, 44.85849194594263, 19.662884287409142]
[31, 2.7729662125490853, 52.81042352976435, 23.96195258902165]
[34, 2.835828741563855, 61.22979315063425, 28.418177213171077]
[36, 2.916932629444518, 69.18890083436068, 33.00957466000264]
[39, 2.967147499209115, 78.42414479931325, 37.71875246915549]
[41, 3.0372979943898786, 87.04338300392405, 42.529217769985024]
[44, 3.0779477009723037, 97.03533451510327, 47.42969884278136]
[46, 3.1394261828283674, 106.27134742522694, 52.41360441010491]
[48, 3.1972882833987804, 115.77294210589673, 57.46983760314146]
[50, 3.251843978222313, 125.53296946378072, 62.592198911115645]
[52, 3.3033688011112043, 135.5445439321629, 67.77517765778262]
[54, 3.3521084984385343, 145.80104180477, 73.01385891568086]
[56, 3.39828294853811, 156.29609673748817, 78.30384511813415]
[58, 3.442089478119758, 167.02359328641714, 83.64118973094597]
[60, 3.483705681222325, 177.9776591266605, 89.02234087333949]
[61, 3.5482707370645774, 187.61650445874596, 94.44451496093922]
[63, 3.5858241555021153, 198.96643857851424, 99.90692179663327]
[65, 3.6216103542484754, 210.52818213014152, 105.4046730261509]
[67, 3.655751210523739, 222.29667101988704, 110.93533110509051]
[68, 3.7132253468182963, 232.56365212259706, 116.49932358364416]
[70, 3.7441922858272765, 244.69604019401442, 122.09346000790936]
[71, 3.798799790427469, 255.2358639497931, 127.71478512035031]
[73, 3.82692748530478, 267.7189010058514, 133.36570642724894]
[75, 3.853870856187256, 280.38845036971156, 139.0403142140442]
