[17, 12.07308370866806, 329.8844332053065, 154.24242304735702]
[17, 12.149271156780541, 335.7181156256853, 155.5376096652692]
[17, 12.220961429136382, 341.41466557149556, 156.7563442953185]
[17, 12.288541298018195, 346.97993469709525, 157.90520206630933]
[16, 12.939545165977629, 342.7357413827916, 159.03272265564206]
[16, 13.00632114565312, 347.94883457954006, 160.1011383304499]
[16, 13.069605570835773, 353.05137533349597, 161.11368913337236]
[16, 13.129665311932687, 358.0476844677814, 162.074644990923]
[15, 13.866001676124526, 352.41945368621595, 162.99002514186787]
[15, 13.926547566365112, 357.1187768684793, 163.89821349547668]
[15, 13.984255368000671, 361.72767429801195, 164.76383052001006]
