[0, 1.360673760222241, 4.0, 0.0]
[0, 1.7213475204444817, 8.0, 0.0]
[1, 2.030496457777831, 12.02534346059314, 0.030496457777831054]
[4, 2.2022458674074694, 16.451704647045993, 0.8089834696298777]
[7, 2.335828741563855, 21.473183990955672, 2.350801190946985]
[9, 2.4924431457472034, 26.64959869548146, 4.4319883117248295]
[12, 2.5779477009723037, 32.79714426727468, 6.935372411667643]
[14, 2.6972882833987804, 38.85935388693617, 9.762035967582925]
[16, 2.8033688011112043, 45.305959977193474, 12.85390081777927]
[18, 2.89828294853811, 52.13087785412517, 16.16909307368598]
[20, 2.983705681222325, 59.3258863755535, 19.6741136244465]
[22, 3.060992915555662, 66.88151553125931, 23.341844142224573]
[23, 3.1808180850647116, 73.62306693146947, 27.158815956488368]
[25, 3.2441922858272765, 81.78994295527997, 31.104807145681917]
[27, 3.3021729375887716, 90.2908874443738, 35.15866931489683]
[28, 3.404491734814939, 97.71698389188526, 39.325768574818284]
[30, 3.4525815695112376, 106.78644098008866, 43.57744708533713]
[31, 3.545932425098171, 114.6208470595287, 47.9239051780433]
[32, 3.635692863162529, 122.61643258790342, 52.34217162120093]
[34, 3.67165748312771, 132.45958630126853, 56.83635442634214]
[35, 3.7542359871516573, 140.8420604066082, 61.39825955030801]
[36, 3.8338652588890354, 149.37780166872136, 66.01914932000528]
[38, 3.8605160293488066, 159.94647441236953, 70.69960911525465]
[39, 3.9342949984182303, 168.8482895986265, 75.43750493831098]
[40, 4.005614668518675, 177.89572584939754, 80.22458674074699]
[41, 4.074595988779757, 187.0867660078481, 85.05843553997005]
[42, 4.141352105161452, 196.41942067565327, 89.93678841678098]
[44, 4.1558954019446075, 208.07066903020655, 94.85939768556273]
[45, 4.218319706598457, 217.7393723335278, 99.82438679693058]
[46, 4.278852365656735, 227.5426948504539, 104.82720882020979]
[47, 4.337578079668498, 237.47880006899422, 109.86616974441941]
