[0, 1.5049432643111373, 6.0, 0.0]
[0, 2.0098865286222747, 12.0, 0.0]
[5, 2.2118638343467296, 18.701170820900963, 1.059319171733648]
[8, 2.442695040888964, 26.05039083365505, 3.5415603271117106]
[12, 2.5779477009723037, 34.79714426727468, 6.935372411667643]
[15, 2.731234049066756, 43.94039599041803, 10.968510736001342]
[18, 2.8603172895673477, 53.88826029704267, 15.485711212212259]
[20, 3.019773057244549, 63.60453885510902, 20.39546114489098]
[23, 3.113715990139644, 74.95774179511652, 25.61546777321182]
[25, 3.2441922858272765, 85.78994295527997, 31.104807145681917]
[27, 3.363564215924472, 97.09864444289045, 36.81623382996074]
[29, 3.4731914986667944, 108.87111347380204, 42.72255346133704]
[31, 3.5742205631548174, 121.09441202685682, 48.80083745779933]
[33, 3.66762479258714, 133.7556330928564, 55.03161815537561]
[35, 3.7542359871516573, 146.8420604066082, 61.39825955030801]
[37, 3.8347692031502443, 160.3412744425075, 67.88646051655903]
[39, 3.9098425400980785, 174.2412205186379, 74.48385906382507]
[40, 4.029659585866824, 186.5188916561927, 81.18638343467296]
[42, 4.0948135554553575, 201.10950333231025, 87.98216932912501]
[44, 4.1558954019446075, 216.07066903020655, 94.85939768556273]
[45, 4.262710323241194, 229.14267402088683, 101.82196454585375]
[47, 4.316045317864185, 244.74667877822648, 108.85412993961668]
[48, 4.415792670340045, 258.29304598811717, 115.95804817632217]
[50, 4.462468098133512, 274.5122219990019, 123.1234049066756]
[51, 4.555938481064346, 288.5154667737493, 130.35286253428166]
[52, 4.646812464469324, 302.7011888405961, 137.63424815240484]
[54, 4.684721117946137, 319.7673358010687, 144.9749403690914]
[55, 4.770243040189825, 334.3871895288293, 152.36336721044034]
[57, 4.803468744161813, 352.0085460817071, 159.79771841722334]
[58, 4.884178956239516, 367.0471865728343, 167.28237946189194]
[59, 4.962845871808925, 382.2541193271472, 174.80790643672657]
